MHCLG code,Area code,Area name ,a1a,a1b,a2a,a2aa,a2ab,a2b,a2ba,a2bb,a2c,a2ca,a2cb,a2d,a2da,a2db,a2e,a2ea,a2eb,a2f,a2fa,a2fb,a2g,a2ga,a2gb,a2h,a2ha,a2hb,a2ia,a2iaa,a2iab,a2ib,a3a,a3aa,a4a,a4ba,a4bb,a4c,a4d,a5a,b1a,b2aa,b2ab,b2ac,b2aaa,b2aab,b2aac,b2aba,b2abb,b2abc,b2aca,b2acb,b2acc,b2ada,b2adb,b2adc,b2ba,b2bb,b2bc,b2ca,b2cb,b2cc,b2da,b2db,b2dc,b2ea,b2eb,b2fa,b2fb,b2fc,b2faa,b2fab,b2fac,b2faaa,b2faab,b2faac,b2faba,b2fabb,b2fabc,cc1a,cc1aa,cc1ab,cc1ac,cc1ad,cc1ae,cc2a,cc3a,cc3aa,cc3ab,cc4a,cc4aa,cc4ab,cc5a,cc5aa,cc5ab,cc5ac,cc5ad,cc5ae,cc6a,cc6aa,cc7a,cc8a,d4a,d4aa,d4ab,d4ac,d4ad,d8a,d8aa,d8ab,d8ac,d9a,d9aa,d9ab,d10a,d10aa,d10ab,d11a,d12a,e1a,e2aa,e2ab,e2ac,e2ba,e2bb,e2bc,e2ca,e2cb,e2cc,e2da,e2db,e2dc,f1a,f1b,f2aa,f2ab,f2aaa,f2aab,f2ba,f2bb,f2baa,f2bab,f2ca,f2cb,f2caa,f2cab,f2cba,f2cbb,f2cca,f2ccb,f2cda,f2cdb,f2da,f2db,f2daa,f2dab,f5a,f5aa,f5ab,f6a,f7a,f8a,f9a,f10a,f11a,f12aa,f12ab,f12ac,f12ba,f12bb,f12bc,f12ca,f13a,f13b,f13c,f13d,f13e,f13da,f13db,f13dc,f14a,f14b,f14c,f14e,f15a,f15b,f16a,f16b,f16c,f16aa,f16ab,f16ac,f16ba,f16bb,f16bc,f16ca,f16cb,f16cc,f16da,f16db,f16dc,f17a,f24a,f25aa,f25ab,f25ba,f25bb,f25ca,f25cb,f25da,f25db,f25ea,f25eb,f25fa,f25fb,g1a,g2a,g2aa,g2ab,g2ac,g2ad,g3a,h1a,h1b,h2a,h2b,h3a,h3b,h4aa,h4ab,h4ba,h4bb,h4ca,h4cb,h4da,h4db,h4ea,h4eb,h4fa,h4fb,h4ga,h4gb,h4ha,h4hb,h5a,h6a,h8a,h9a,h10a,h11a,h12a,h13a,h14a,i1a,i2a,i3aa,i3ab,i3ba,i3bb,i3ca,i3cb,i3da,i3db,i3ea,i3eb,i3fa,i3fb,i4aa,i4ab,i4ba,i4bb,i4ca,i4cb,i4da,i4db,i4ea,i4eb,i4fa,i4fb,i5aa,i5ab,i5ba,i5bb,i5ca,i5cb,i5da,i5db,i5ea,i5eb,i5fa,i5fb,i6a,i7a,i7b,i7c,i7d,i7e,i7f,i8a,i8b,i8c,i8d,i8e,i8f,i9a,i9b,i9c,i9d,i9e,i9f,i10a,i10b,i10c,i10d,i10e,i10f,i10g,i10h,i11a,i12a,i13a,i14a,i15a,i16a,i17aa,i17ab,i17ba,i17bb,i17ca,i17cb,i17da,i17db,i17e,i17dc,i17dd,i17de,j1aa,j1ab,j1ba,j1bb,j1ca,j1cb,j1da,j1db,j1ea,j1eb,j1fa,j1fb,j1ga,j1gb,j1ha,j1hb,j2aa,j2ab,j2ba,j2bb,j2ca,j2cb,j2da,j2db,j2ea,j2eb,j2fa,j2fb,j2ga,j2gb,j2ha,j2hb,j3aa,j3ab,j3ba,j3bb,j3ca,j3cb,j3da,j3db,j3ea,j3eb,j3fa,j3fb,j3ga,j3gb,j3ha,j3hb
G2435,E07000134,North West Leicestershire,4268,0,76,76,0,874,864,10,1213,1200,13,1955,1949,6,145,145,0,5,5,0,0,0,0,0,0,0,4268,4239,29,4268,133.275,131.291,22,0,0,2,26,0,99,39,2421,2227,1,18,42,5,261,226,33,2142,1959,0,0,0,0,0,0,0,0,0,11,399,0,0,0,50,2820,2227,13,300,154,3,86,154,0,0,0,545,284,183,66,12,0,N,Y,1,N,Y,Y,,295,39.74581606,35.74216444,134.6870403,66.4010204,13.35096742,0,0,Y,Y,139,8,0,10,0,197,25,18,0,18,7,11,354,0,0,61,0,74,6,0,6,26,0,26,0,42,42,32,42,74,D,D,48,0,0,0,40,93,0,0,93,477,0,0,0,50,93,427,0,0,14,324,5,5,16,9,16,4,2,20,20,20,0,0,0,0,0,0,0,0,189,0,471,59,309,57,0,2,1307,0,-,0,408,0,309,0,0,16,9,562.5,-,-,-,-,-,-,-,-,-,7,6179,441,1279,22,0,0,0,2,145,26,0,318,1424,30.17,17,14,3,0,0,0,50,50,81.8,106.36,78.65384615,102.2692308,54.42,0,62.83,82.61,75.15,109.32,87.48,119.75,92.79,0,95.69,0,0,0,78.73,102.27,330602.61,327139.85,41582,17807747.65,0,161835.02,17645913,3.7,99.8,0,0,0,0,0,26,0,0,0,0,0,0,0,26,0,0,0,0,0,14,0,15,0,0,0,29,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,1,22,0,0,123,0,1184,2522,1326,0,0,8,0,13,0,5,0,26,0,8,0,0,26,0,0,24,7,0,0,0,0,0,0,0,0,0,0,24,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L2440,E07000135,Oadby and Wigston,1214,5,44,44,0,314,314,0,364,364,0,478,478,0,14,13,1,0,0,0,0,0,0,1,0,1,1215,1213,2,1215,44.375,44.225,0,0,0,0,0,0,15,10,591,670,0,0,0,2,75,156,8,516,514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,591,670,2,66,154,2,66,154,0,0,0,253,97,105,42,9,0,Y,Y,2,N,Y,Y,,170,34,34,85,36,15,32,2,Y,Y,25,2,0,0,0,31,2,0,0,11,7,4,67,50,17,15,0,4,0,3,3,0,0,0,0,1,1,0,4,4,C,C,71,-,-,-,33,40,-,-,75,-,75,-,0,-,0,-,0,-,0,0,0,0,0,0,0,2,2,40,2,2,0,-,-,-,-,-,-,0,0,75,15,-,15,0,0,0,0,591,0,76,0,16,15,76,5066.666667,0,0,0,0,0,0,1,20,20000,14,56,4000,1,1398,204,1398,0,0,0,0,0,0,0,0,204,1398,40.15,3,3,0,0,0,0,48,48,83.44,127.41,77.02153846,117.6092308,58.51,-,69.04,-,76.17,-,84.14,-,93,127.41,-,-,-,-,77.02,-,98732.73,104402.04,4418,4817329,10498,44988,4761843,4.9,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,0,-,1161,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,0,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,0,0
,E10000019,Lincolnshire,21421,1819,27,27,0,5058,5017,41,8822,8714,108,7153,7147,6,305,305,0,4,4,0,8,8,0,0,0,0,21377,21222,155,21377,724.99,719.761,0,6,0,49,7,0,275,176,9725,8995,13,331,422,53,2790,2475,110,6604,6098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,9725,8995,20,556,754,20,556,754,0,0,0,9916,4942,2924,1546,361,143,0,3,,4,4,4,0,4106,455.2626598,280.2827633,1714.956119,1603.885382,89.80927616,67,1,5,7,418,45,5,11,0,1122,81,25,0,267,210,57,1807,1584,223,1317,2,287,99,40,139,62,18,80,18,48,66,179,106,285,,,170,21,27,3,1081,565,247,191,871,398,180,18,58,0,648,398,0,0,23,54,,,8,18,8,202,276,3438,211,131,1,76,446,47.9,15,77,1.5,91,0,801,586,0,81,77,0,15,139,32541,1917,298.633,106,702,81,298.633,14456.9513,8,18,4500,77,254,3298.701299,0,0,0,0,0,0,,26619,6041,19072,0,0,6,76,49,6117,7,1285,4927,26550,28.8075,95,92,2,0,1,1,,,78.33495005,95.34832258,74.34790316,88.8804268,55.83,0,64.41292206,82.95,75.13037526,98.67666667,83.06234224,121.36,87.90518033,0,89.3075,0,97.9525,0,74.34465884,88.8783871,1925221.45,1469238.43,291352,83460333.93,452289.36,740013.64,82268031,2.593486374,97.90405327,77,31,27,0,0,0,0,0,0,0,0,0,27,0,0,4,0,7,0,122,0,1,0,103,0,237,0,0,0,10,0,29,0,8,0,0,0,47,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,218,115,6,191,0,244,774,0,1852,1259.5,263,0,0,10,0,16,5,1,4,27,9,16,1,4,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,88,0,178,0,0,0,204,0,0,0,0,0,470,0,0,0,8,0,16,0,7,0,0,0,0,0,0,0,31
Z2505,E07000136,Boston,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1814,772,556,430,56,0,N,N,..,Y,N,..,..,401,54.02736353,48.58511166,183.0830616,90.2603701,18.14826419,0,0,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,39,1400,86,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,18,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,13,0,27,0,21,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,27,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D2510,E07000137,East Lindsey,0,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1526,717,463,286,59,1,N,N,..,Y,N,..,..,1127,151.8424905,21,430,613,0,0,0,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,92,93,63,43,-,3,45,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,61,0,42,198.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,46,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2515,E07000138,Lincoln,7643,0,0,0,0,3069,3069,0,2742,2742,0,1704,1704,0,119,119,0,3,3,0,6,6,0,0,0,0,7643,7643,0,7643,191.91,191.91,0,0,0,12,2,0,92,67,3161,2946,12,301,387,32,1632,1440,23,1228,1119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,3161,2946,13,335,432,13,335,432,0,0,0,1242,514,364,182,41,141,N,N,..,Y,Y,Y,,709,50,29,532,220,0,59,0,Y,Y,148,8,0,6,0,428,12,6,0,91,68,23,667,633,34,66,0,93,34,26,60,0,5,5,0,28,28,34,59,93,D,D,124,-,0,-,342,-,0,-,231,-,0,-,58,-,173,-,0,-,0,-,0,0,4,5,4,-,-,311,-,-,-,-,-,-,-,-,-,0,0,297,1,0,0,0,0,0,-,-,-,-,4,600,0,-,-,4,5,1250,-,-,-,-,-,-,-,-,-,0,10552,3319,6292,0,0,0,-,12,3436,2,824,2589,10552,26.77,57,57,0,0,0,0,50,0,71.6,0,68.84615385,0,0,0,62.44,0,70.07,0,77.33,0,82.06,0,84.71,0,93.88,0,68.84,0,574427,862012,234693,27163107,173852,266936,26722319,2.1,99.7,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,0,-,-,-,-,0,-,-,-,-,-,-,-,0,0,0,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R2520,E07000139,North Kesteven,3851,1100,0,0,0,443,402,41,2019,1929,90,1338,1332,6,51,51,0,0,0,0,0,0,0,0,0,0,3851,3714,137,3851,137.305,132.076,0,3,0,10,4,0,45,34,1987,1816,0,0,0,5,297,224,29,1690,1592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1987,1816,3,102,136,3,102,136,0,0,0,890,523,222,114,31,0,N,Y,1,N,Y,Y,0,379,26,13,77,106,1,0,0,Y,Y,91,32,5,5,0,227,56,11,0,40,28,12,358,358,0,122,2,65,7,14,21,10,13,23,5,16,21,22,43,65,D,D,19,18,0,0,163,60,47,0,15,18,15,18,0,0,15,18,0,0,8,20,4,4,0,0,0,17,13,34,2,2,0,58,352,10.9,7,37,1.5,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5494,651,4292,0,0,3,76,10,691,4,366,668,5425,28.42,1,0,0,0,1,0,48,48,82.1,95.13,75.78461538,87.81230769,-,-,69.63,82.95,80.17,99.01,88.05,121.36,97.29,0,0,0,0,0,75.78,87.81,123808.7,138956.64,26436,14812481.02,155127.95,273303.39,14384050,1.773945497,99.8162131,28,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,9,0,51,0,0,0,0,0,9,0,8,0,0,0,17,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,26,12,0,22,0,93,153,0,181,31,80,0,0,0,0,0,4,0,4,0,8,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,50,0,0,0,0,0,102,0,0,0,0,0,16,0,7,0,0,0,0,0,0,0,23
A2525,E07000140,South Holland,3829,0,0,0,0,781,781,0,1499,1481,18,1508,1508,0,15,15,0,1,1,0,1,1,0,0,0,0,3805,3787,18,3805,132,132,0,0,0,0,0,0,45,19,1269,1126,0,0,0,4,235,226,15,1034,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1269,1126,0,0,0,0,0,0,0,0,0,468,212,162,64,30,0,N,Y,3,N,Y,Y,,254,51,17,85,60,41,8,1,N,Y,85,-,0,0,0,170,0,8,0,25,19,6,280,193,87,60,0,37,14,0,14,18,0,18,3,2,5,35,2,37,D,D,0,0,0,0,200,191,200,191,50,0,0,0,0,0,50,0,0,0,15,34,4,4,0,0,0,5,1,1200,-,34,0,6,0,37,0,0,0,6,0,504,581,0,77,77,0,15,0,1663,1917,254,102,63,77,254,3298.701299,0,0,0,77,254,3298.701299,0,0,0,0,0,0,2,1663,815,1663,0,0,0,0,0,0,0,0,504,1663,30.67,16,15,1,0,0,1,52,52,76.27,97.01,76.27,97.01,0,0,65.81,0,75.22,97.01,82.48,0,89.29,0,103.1,0,98.14,0,76.27,97.01,296000,166000,21194,15874500,100500,110100,15663900,2.9,98,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11,0,1,0,20,0,34,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,6,34,0,0,89,0,174,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,49,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E2530,E07000141,South Kesteven,6078,0,27,27,0,765,765,0,2562,2562,0,2603,2603,0,120,120,0,0,0,0,1,1,0,0,0,0,6078,6078,0,6078,263.775,263.775,0,3,0,27,1,0,93,56,3308,3107,1,30,35,12,626,585,43,2652,2487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,3308,3107,4,119,186,4,119,186,0,0,0,2995,1608,924,361,101,1,N,N,..,Y,N,N,..,669,46,83,149,387,4,0,0,N,Y,94,5,0,0,0,297,13,0,0,111,95,16,502,400,102,147,0,89,44,0,44,34,0,34,9,2,11,87,2,89,D,D,27,3,27,3,376,314,0,0,575,380,165,0,0,0,410,380,0,0,0,0,0,0,4,13,4,42,41,200,30,26,0,9,49,0,8,40,0,17,0,0,4,0,4,0,0,0,139,30878,0,44.633,0,39,4,44.633,11158.25,4,13,3250,0,0,0,0,0,0,0,0,0,0,8910,1256,6825,0,0,3,-,27,1990,1,95,1166,8910,29.37,21,20,1,0,0,0,48,0,85.79,0,79.19076923,0,55.83,0,68.16,0,76.7,0,84.6,0,89.54,0,0,0,122.2,0,79.19,0,930985.75,302269.79,9029,25610245.91,22809.41,89674.25,25497762,3.6,94.1,5,0,27,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,9,0,0,0,49,0,58,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,61,0,0,138,0,651,582,23,0,0,10,0,16,1,1,0,27,1,12,1,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,59,0,0,0,23,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2535,E07000142,West Lindsey,20,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,981,596,233,109,43,0,N,Y,1,N,Y,Y,,567,76.39280578,68.69765165,258.8730572,127.6250121,25.66101196,0,0,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,1,0,1,D,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,90,200,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,13,0,47,0,69,205,0,804,396,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,9,0,0,0,0,0,23,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8
,E10000020,Norfolk,20755,905,173,173,0,5140,5131,9,7264,7251,13,7556,7550,6,452,452,0,38,38,0,12,12,0,1,1,0,20636,20608,28,20636,693.358,693.358,0,4,0,18,7,9,334,234,16160,15380,20,750,1156,86,4669,5513,128,10741,8711,0,0,0,0,0,0,0,0,0,7,982,0,0,0,241,17142,15380,99,6301,4860,92,6106,4556,0,0,0,11431,5764,3437,1602,628,0,0,3,,4,6,4,39,2925,256.7607476,190.2592489,1353.61479,831.7482601,22.62875834,19,1,5,5,473,0,0,5,0,866,0,13,0,279,188,91,1618,1439,179,2399,0,112,63,22,85,1,8,9,0,15,15,64,45,109,,,9,133,9,1,751,941,543,739,686,888,69,37,229,314,388,537,0,0,231,214,,,123,49,123,767,228,4926,466,311,51,522,2421.6,120,62,310.6,0,584,367,107,403,23,1499,23,0,0,2028,281,1003,3173,77,3619,1499,3173,2116.744496,123,49,398.3739837,1265,2329,1841.106719,88,753,8556.818182,23,41,1782.608696,,24676,6315,22951,0,0,4,0,18,1784,7,1028,4055,25763,28.295,35,20,7,0,8,0,,,77.27115149,0,74.29918413,0,57.02393064,0,66.99946794,84.62,72.78650807,100.65,80.26998013,123.2066667,86.13446903,0,95.96473684,0,99.32,0,74.30208618,97.66,2469466.71,1644866.79,204641,81508667.94,249949.73,556130.37,80702588,3.45,99.25,236,34,10,0,7,2,0,0,0,0,0,4,17,6,0,52,0,19,0,26,0,46,0,51,0,194,0,0,0,0,0,0,0,27,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,256,2,105,47,0,152,571,0,4871,952,256,0,0,40,1,14,5,2,1,56,7,45,0,0,7,93,18,0,0,0,0,0,0,0,7,0,0,0,0,93,25,18,9,37,74,0,100,0,21,0,64,0,0,0,0,55,268,0,0,0,2,0,0,0,32,0,0,0,0,0,0,0,34
F2605,E07000143,Breckland,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,858,389,313,111,45,0,N,N,..,Y,Y,Y,0,242,22,13,110.4890297,54.47134555,10.95231904,0,0,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,500,60,13,0,72,356.6,0,17,102.6,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,5,0,2,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,152,152,0,525,96,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K2610,E07000144,Broadland,8,144,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2260,881,1022,263,94,0,N,Y,2,N,N,..,..,614,0,0,280.3316704,138.2041577,0,0,0,N,Y,0,0,0,0,0,0,0,0,0,-,-,-,0,0,0,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,71,48,1,1,0,171,501,106,3,18,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,15,0,27,0,42,0,0,0,0,0,0,0,27,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,73,0,0,0,158,0,288,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2615,E07000145,Great Yarmouth,5829,0,102,102,0,1760,1751,9,2031,2018,13,1869,1865,4,66,66,0,1,1,0,0,0,0,0,0,0,5829,5803,26,5829,169.59,169.59,0,0,0,6,7,0,59,47,2527,2686,0,0,0,14,611,642,33,1916,2044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,2527,2686,7,195,304,0,0,0,0,0,0,258,74,62,66,56,-,N,Y,2,N,Y,Y,,258,34.76074761,31.2592489,117.7940895,58.07275682,11.67643931,5,0,N,Y,126,-,-,5,0,275,0,13,0,49,41,8,450,353,97,63,0,65,28,19,47,1,4,5,0,13,13,29,36,65,C,C,0,132,0,-,208,202,0,-,0,-,0,-,0,-,0,-,0,-,30,-,4,0,123,49,123,579,2,600,160,62,0,0,0,0,0,0,0,0,367,107,403,23,1499,23,0,0,2028,281,1003,3173,77,325,1499,3173,2116.744496,123,49,398.3739837,1265,2329,1841.106719,88,753,8556.818182,23,41,1782.608696,26,9395,0,9395,0,0,0,0,6,1523,7,1028,-,11946,40,7,3,3,0,1,0,50,50,75.08,101.57,72.19230769,97.66346154,56.79,0,65.57,84.62,72.57,100.65,78.38,117.31,86.57,0,93.92,0,0,0,72.19,97.66,304445,512682,37533,22143772,2935,293295,21847542,1.3,98.8,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,20,-,-,-,44,0,233,42,13,0,0,2,1,2,5,2,1,6,7,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,15,0,0,0,0,0,0,0,17
